"","BB","CC","CS","LT","MM","PS","RS","RWF","SMB","SS","WS"
"2003_15",0,0.00447427293064877,0,0,0,0.0268456375838926,0,0,0.0693512304250559,0,0.00223713646532438
"2003_16",0.00121951219512195,0.00121951219512195,0,0,0,0.00853658536585366,0,0,0.0365853658536585,0.00121951219512195,0.0024390243902439
"2003_17",0,0,0,0,0,0.0333333333333333,0,0,0.113888888888889,0,0.0111111111111111
"2003_18",0.00571428571428571,0.12,0,0,0.0171428571428571,0.0228571428571429,0,0,0.04,0,0.00571428571428571
"2003_19",0,0.033457249070632,0.0743494423791822,0,0.00185873605947955,0.0204460966542751,0,0,0.0278810408921933,0,0.00185873605947955
"2003_20",0,0.00521376433785193,0.00417101147028154,0,0.00208550573514077,0.0333680917622523,0,0,0.0552659019812305,0,0.00104275286757039
"2003_21",0,0.0116279069767442,0.0697674418604651,0,0.00465116279069767,0.013953488372093,0,0,0.00697674418604651,0.00232558139534884,0.00232558139534884
"2003_22",0,0,0,0,0,0.00297619047619048,0,0,0.0119047619047619,0,0.00297619047619048
"2003_23",0,0.00562429696287964,0,0,0.00112485939257593,0,0,0,0.0168728908886389,0.00224971878515186,0.00112485939257593
"2003_24",0,0.00266666666666667,0,0,0.00533333333333333,0.016,0,0,0.0293333333333333,0.00266666666666667,0
"2003_25",0,0.0103550295857988,0.0029585798816568,0,0.000739644970414201,0.025887573964497,0,0,0.0199704142011834,0.0014792899408284,0.00813609467455621
"2003_26",0,0,0.010230179028133,0,0,0.00767263427109974,0,0,0.0460358056265985,0.00255754475703325,0.0051150895140665
"2003_27",0.00104712041884817,0.0031413612565445,0.00732984293193717,0,0.00418848167539267,0.0324607329842932,0,0,0.0261780104712042,0.00104712041884817,0.00209424083769634
"2003_28",0,0.00631578947368421,0.00842105263157895,0,0.00210526315789474,0.0105263157894737,0,0,0.00421052631578947,0.00210526315789474,0.00842105263157895
"2003_29",0,0,0,0,0.00831946755407654,0,0,0,0.0299500831946755,0,0.00166389351081531
"2003_30",0,0,0,0,0,0.00416666666666667,0,0,0.120833333333333,0,0.00208333333333333
"2003_31",0.000508130081300813,0.00254065040650406,0.00457317073170732,0,0.00101626016260163,0.00965447154471545,0.00101626016260163,0.00203252032520325,0.016260162601626,0.000508130081300813,0.00558943089430894
"2003_32",0,0.0438247011952191,0.0836653386454183,0,0,0.0199203187250996,0,0,0.0199203187250996,0.00398406374501992,0.00796812749003984
"2004_1",0,0,0,0,0,0.183098591549296,0,0,0.352112676056338,0.0422535211267606,0.0140845070422535
"2004_2",0,0,0,0,0,0,0,0,0.0353535353535354,0,0.00252525252525253
"2004_3",0.00184842883548983,0,0.00184842883548983,0,0,0,0,0,0.101663585951941,0.00184842883548983,0
"2004_4",0,0.00205338809034908,0.0143737166324435,0,0,0,0,0,0.00616016427104723,0,0.00616016427104723
"2004_5",0.0081383519837233,0.0569684638860631,0.154628687690743,0,0.0976602238046795,0.199389623601221,0,0,0.146490335707019,0.0122075279755849,0.0528992878942014
"2004_6",0,0.00343642611683849,0.00171821305841924,0,0.00171821305841924,0.00859106529209622,0,0,0.125429553264605,0.00515463917525773,0.00343642611683849
"2004_7",0,0.000999000999000999,0,0,0,0,0,0,0.0869130869130869,0.011988011988012,0.004995004995005
"2004_8",0,0,0,0,0,0.00123456790123457,0,0,0.0851851851851852,0.00123456790123457,0
"2004_9",0,0.00150375939849624,0,0,0,0.00300751879699248,0,0,0.103759398496241,0.00225563909774436,0.00150375939849624
"2004_10",0,0.000982800982800983,0.000491400491400491,0,0.00196560196560197,0.0113022113022113,0,0,0.146928746928747,0.000491400491400491,0.00884520884520885
"2004_11",0,0,0,0,0,0.00746268656716418,0,0,0.167910447761194,0.00124378109452736,0.00124378109452736
"2004_12",0,0.00194931773879142,0,0,0,0.00779727095516569,0,0,0.064327485380117,0,0.01364522417154
"2004_13",0,0,0,0,0,0.00872093023255814,0,0,0.133720930232558,0.00290697674418605,0
"2004_14",0,0,0,0,0,0.0104712041884817,0,0,0.104712041884817,0.00523560209424084,0.00174520069808028
"2004_15",0,0,0,0,0,0.00843881856540084,0,0,0.069620253164557,0,0.00210970464135021
"2004_16",0,0.00208333333333333,0,0,0,0.01875,0,0,0.141666666666667,0,0.00833333333333333
"2004_17",0,0,0,0,0,0,0,0,0.0672451193058568,0,0.00216919739696312
"2004_18",0,0.00591715976331361,0.100591715976331,0,0.0177514792899408,0.00591715976331361,0,0,0.0355029585798817,0,0.0118343195266272
"2004_19",0,0.0194805194805195,0.168831168831169,0,0,0.0422077922077922,0,0,0.0194805194805195,0.00649350649350649,0.025974025974026
"2004_20",0,0.00510725229826353,0.0255362614913177,0,0,0.0132788559754852,0,0,0.0970377936670072,0.00102145045965271,0.00204290091930541
"2004_21",0,0.0292887029288703,0.410041841004184,0,0.00836820083682008,0.0460251046025105,0,0,0,0.00418410041841004,0.0209205020920502
"2004_22",0.0036231884057971,0,0.0108695652173913,0,0,0,0,0,0.0253623188405797,0,0.0036231884057971
"2004_23",0,0.0035799522673031,0.00119331742243437,0,0,0.00119331742243437,0,0.00477326968973747,0.0214797136038186,0.0035799522673031,0.00238663484486874
"2004_24",0,0.00584795321637427,0.00292397660818713,0,0.00292397660818713,0,0,0,0.064327485380117,0,0
"2004_25",0,0.0227272727272727,0.0181818181818182,0,0.00606060606060606,0.00303030303030303,0,0,0.0409090909090909,0.00606060606060606,0.00303030303030303
"2004_26",0.00238663484486874,0,0,0,0,0.00715990453460621,0,0,0.0739856801909308,0.00238663484486874,0.0119331742243437
"2004_27",0.00138985406532314,0.00486448922863099,0.0132036136205698,0,0.00208478109798471,0.0208478109798471,0,0,0.0451702571230021,0.000694927032661571,0.00694927032661571
"2004_28",0,0.0097799511002445,0.0097799511002445,0,0,0.0097799511002445,0,0,0.00488997555012225,0.00244498777506112,0
"2004_29",0.00840336134453781,0.00420168067226891,0,0,0.00210084033613445,0.00630252100840336,0,0,0.0525210084033613,0.00210084033613445,0.00630252100840336
"2004_30",0,0,0,0,0,0.0156739811912226,0,0,0.128526645768025,0,0
"2004_31",0,0.0041592394533571,0.0101010101010101,0,0,0.0035650623885918,0,0.0041592394533571,0.0202020202020202,0.0053475935828877,0.005941770647653
"2004_32",0,0.0275862068965517,0.117241379310345,0,0,0,0,0.00689655172413793,0.0344827586206897,0,0.0275862068965517
"2005_1",0,0,0,0,0,0.181818181818182,0,0,0.265734265734266,0,0
"2005_2",0,0,0,0,0,0.0022075055187638,0,0.00441501103752759,0.00441501103752759,0.00883002207505519,0
"2005_3",0,0,0,0,0,0,0,0,0.106951871657754,0.00267379679144385,0
"2005_4",0,0.00425531914893617,0,0,0.00212765957446809,0,0,0.00212765957446809,0,0.0127659574468085,0
"2005_5",0,0.115107913669065,0.0246659815005139,0,0.10688591983556,0.23021582733813,0,0,0.0863309352517986,0.00411099691675231,0.0246659815005139
"2005_6",0,0.00169204737732657,0.00169204737732657,0.00169204737732657,0,0.00846023688663283,0,0,0.0795262267343486,0.00676818950930626,0.00676818950930626
"2005_7",0,0.00250941028858218,0,0,0,0,0,0,0.0765370138017566,0.00752823086574655,0.00878293601003764
"2005_8",0,0,0,0,0,0,0,0,0.101098901098901,0.00659340659340659,0.0021978021978022
"2005_9",0,0,0,0,0,0.00567536889897843,0,0,0.0828603859250851,0.00340522133938706,0.00681044267877412
"2005_10",0,0.00192307692307692,0.000641025641025641,0,0,0.00769230769230769,0,0.000641025641025641,0.0865384615384615,0,0.00128205128205128
"2005_11",0,0.0018348623853211,0,0,0,0,0,0,0.0788990825688073,0,0.0055045871559633
"2005_12",0,0.00308641975308642,0,0,0,0.00308641975308642,0,0.00925925925925926,0.0123456790123457,0,0.0185185185185185
"2005_13",0,0,0,0,0,0.0150602409638554,0,0,0.105421686746988,0.00602409638554217,0.0120481927710843
"2005_14",0.0016025641025641,0,0.0016025641025641,0.00320512820512821,0,0.0176282051282051,0,0,0.0657051282051282,0.0016025641025641,0.0016025641025641
"2005_15",0,0.00432059941480489,0,0,0,0.0111774416376675,0,0,0.0494079451256295,0.0050902485478219,0.0130478082295195
"2005_16",0,0.0338600451467269,0.036117381489842,0,0,0.018058690744921,0,0,0.072234762979684,0,0.00451467268623025
"2005_17",0,0,0,0,0,0,0,0,0.0315533980582524,0,0.00728155339805825
"2005_18",0,0.0120481927710843,0.0682730923694779,0,0.00803212851405622,0,0,0,0.0160642570281124,0,0.0200803212851406
"2005_19",0,0.0371747211895911,0.00743494423791822,0,0,0.0223048327137546,0,0,0.0185873605947955,0.0111524163568773,0.00743494423791822
"2005_20",0,0.00146198830409357,0.00730994152046784,0,0.00146198830409357,0.0233918128654971,0,0,0.0292397660818713,0.00146198830409357,0
"2005_21",0,0.00560224089635854,0.0896358543417367,0,0,0.00840336134453781,0,0,0.00840336134453781,0.00280112044817927,0.00560224089635854
"2005_22",0,0,0,0,0,0,0,0.00277777777777778,0.0194444444444444,0.00555555555555556,0
"2005_23",0,0.0069284064665127,0,0.00115473441108545,0,0.00346420323325635,0,0.00115473441108545,0.0069284064665127,0.0023094688221709,0
"2005_24",0,0.0269360269360269,0,0,0.0235690235690236,0.0101010101010101,0,0,0.0134680134680135,0.0168350168350168,0
"2005_25",0,0.0459770114942529,0.0014367816091954,0,0.00431034482758621,0.0258620689655172,0,0,0.00718390804597701,0.00862068965517241,0.0014367816091954
"2005_26",0,0,0,0,0,0.00760456273764259,0,0,0.0570342205323194,0.0190114068441065,0.00380228136882129
"2005_27",0,0.0251889168765743,0.0100755667506297,0,0.00755667506297229,0.00251889168765743,0,0,0.00755667506297229,0,0.00503778337531486
"2005_28",0,0.0144578313253012,0.00240963855421687,0,0,0,0,0,0.00240963855421687,0.00240963855421687,0
"2005_29",0,0,0,0,0,0,0,0,0.025,0,0
"2005_30",0.00531914893617021,0,0,0,0,0,0,0,0.0904255319148936,0,0
"2005_31",0,0.00381263616557734,0.00326797385620915,0,0,0.00490196078431373,0,0.0239651416122004,0.00762527233115468,0.00217864923747277,0
"2005_32",0,0.00558659217877095,0.00558659217877095,0,0,0,0,0,0.145251396648045,0,0
"2006_1",0,0,0,0,0,0.645161290322581,0,0,0.516129032258065,0,0
"2006_2",0,0,0,0,0,0,0,0.00835654596100279,0.0306406685236769,0.00278551532033426,0
"2006_3",0,0,0,0,0,0,0,0,0.103896103896104,0,0
"2006_4",0,0,0,0,0,0.00216450216450216,0,0.012987012987013,0,0.00216450216450216,0
"2006_5",0,0.0388349514563107,0.00554785020804438,0,0.072122052704577,0.676837725381415,0,0,0.166435506241331,0,0.0221914008321775
"2006_6",0,0,0,0,0,0.0379746835443038,0,0,0.060126582278481,0,0
"2006_7",0,0,0,0,0,0,0,0,0.0489296636085627,0.00305810397553517,0
"2006_8",0,0,0,0,0,0.0029585798816568,0,0,0.0473372781065089,0.00591715976331361,0
"2006_9",0,0.00153374233128834,0,0,0,0.00460122699386503,0,0,0.107361963190184,0.00920245398773006,0
"2006_10",0,0.00285171102661597,0.00190114068441065,0,0,0.032319391634981,0,0.00285171102661597,0.130228136882129,0.00190114068441065,0
"2006_11",0,0,0,0,0,0.00431965442764579,0,0.00215982721382289,0.161987041036717,0,0
"2006_12",0,0,0,0.003125,0,0.00625,0,0.003125,0.040625,0.003125,0.0125
"2006_13",0,0,0,0,0,0.0100502512562814,0,0,0.105527638190955,0.0050251256281407,0.0050251256281407
"2006_14",0,0,0,0,0,0.00655737704918033,0,0,0.0754098360655738,0.00655737704918033,0.0131147540983607
"2006_15",0,0,0,0,0,0.0103092783505155,0,0,0.0463917525773196,0,0.0412371134020619
"2006_16",0,0,0,0,0,0.0139372822299652,0,0,0.121951219512195,0,0
"2006_17",0,0,0,0,0,0,0,0.00561797752808989,0.0617977528089888,0,0.00280898876404494
"2006_18",0,0,0,0,0,0.0354609929078014,0,0,0.0354609929078014,0,0.00709219858156028
"2006_19",0,0.0104895104895105,0,0,0,0.0559440559440559,0,0,0.0244755244755245,0.013986013986014,0
"2006_20",0,0.00172117039586919,0.00172117039586919,0.00172117039586919,0,0.0413080895008606,0,0,0.134251290877797,0.00344234079173838,0.00344234079173838
"2006_21",0,0.0826086956521739,0.0739130434782609,0,0,0.00869565217391304,0.00434782608695652,0,0.0130434782608696,0.00434782608695652,0.00434782608695652
"2006_22",0,0,0,0,0,0,0,0.00862068965517241,0.021551724137931,0,0
"2006_23",0,0.00606060606060606,0.00303030303030303,0,0,0.00151515151515152,0,0,0.05,0.00303030303030303,0.00151515151515152
"2006_24",0,0,0,0,0.00307692307692308,0.0215384615384615,0,0,0.0492307692307692,0.00307692307692308,0.00307692307692308
"2006_25",0,0.00459418070444104,0.00153139356814701,0,0.00306278713629403,0.0842266462480858,0,0,0.0551301684532925,0.00306278713629403,0.00153139356814701
"2006_26",0,0.00396825396825397,0,0,0,0.0436507936507936,0,0,0.150793650793651,0,0
"2006_27",0,0.00558659217877095,0.00931098696461825,0,0.0037243947858473,0.0837988826815642,0,0,0.0986964618249535,0,0
"2006_28",0,0.003003003003003,0,0,0,0.015015015015015,0,0,0.015015015015015,0.003003003003003,0.003003003003003
"2006_29",0,0,0,0,0,0.00465116279069767,0,0,0.26046511627907,0.00465116279069767,0
"2006_30",0,0,0,0,0,0.0130293159609121,0,0.00325732899022801,0.208469055374593,0,0
"2006_31",0,0.000672494956287828,0,0.000672494956287828,0,0.00537995965030262,0.00268997982515131,0.0275722932078009,0.0121049092131809,0.00201748486886348,0
"2006_32",0,0,0.0144927536231884,0,0,0.0144927536231884,0,0,0.0434782608695652,0,0.0144927536231884
"2007_1",0,0,0,0,0,0.0869565217391304,0.0173913043478261,0,0.173913043478261,0.156521739130435,0
"2007_2",0,0,0,0,0,0,0.0116009280742459,0.00464037122969838,0.00232018561484919,0.00232018561484919,0
"2007_3",0,0,0,0,0,0.00285714285714286,0.00285714285714286,0,0.0371428571428571,0.0114285714285714,0
"2007_4",0,0,0,0,0,0,0.0145985401459854,0.0024330900243309,0,0.0024330900243309,0
"2007_5",0,0.0229095074455899,0.0274914089347079,0,0.0274914089347079,0.155784650630011,0.0183276059564719,0,0.0549828178694158,0,0.0183276059564719
"2007_6",0,0.00278551532033426,0,0,0,0.0362116991643454,0,0,0.0584958217270195,0,0
"2007_7",0,0,0,0.00246913580246914,0,0.00246913580246914,0,0,0.0222222222222222,0.00493827160493827,0.00493827160493827
"2007_8",0,0,0,0,0,0,0,0,0.0138568129330254,0.0023094688221709,0.0023094688221709
"2007_9",0,0,0,0,0,0,0,0,0.0281124497991968,0,0
"2007_10",0,0.00072992700729927,0.00072992700729927,0,0.00072992700729927,0.0328467153284672,0,0.00072992700729927,0.0656934306569343,0.00364963503649635,0.00072992700729927
"2007_11",0,0,0,0,0,0.0271398747390397,0.00208768267223382,0.00208768267223382,0.0563674321503132,0.00208768267223382,0
"2007_12",0,0,0,0.0025706940874036,0,0.0077120822622108,0.0025706940874036,0.0025706940874036,0.0077120822622108,0.0077120822622108,0.0025706940874036
"2007_13",0,0,0,0,0,0.016,0,0,0.1,0,0
"2007_14",0.00169491525423729,0,0,0,0,0.0220338983050847,0,0,0.0661016949152542,0.00508474576271186,0.00338983050847458
"2007_15",0,0,0,0,0,0.0172413793103448,0,0,0.0301724137931034,0,0.0129310344827586
"2007_16",0,0,0,0,0,0.0150375939849624,0,0,0.0476190476190476,0,0.0050125313283208
"2007_17",0,0,0,0.00475059382422803,0,0.00237529691211401,0,0.00475059382422803,0.0356294536817102,0.00475059382422803,0.00237529691211401
"2007_18",0,0,0.196261682242991,0,0.00934579439252336,0.00934579439252336,0,0,0.0186915887850467,0,0
"2007_19",0,0.00617283950617284,0.00925925925925926,0.00308641975308642,0,0.0339506172839506,0,0.00308641975308642,0.0154320987654321,0.00925925925925926,0.00308641975308642
"2007_20",0,0.00635593220338983,0.0211864406779661,0,0,0.0211864406779661,0,0.00211864406779661,0.0677966101694915,0.00211864406779661,0.00423728813559322
"2007_21",0,0.00809716599190283,0.0445344129554656,0,0,0.00809716599190283,0.00404858299595142,0.00404858299595142,0,0.00809716599190283,0
"2007_22",0,0,0,0,0,0,0.00904977375565611,0.0271493212669683,0.00904977375565611,0.00452488687782805,0.00452488687782805
"2007_23",0,0.00226500566251416,0.00226500566251416,0,0,0.00226500566251416,0.00566251415628539,0.0135900339750849,0.0226500566251416,0.00566251415628539,0
"2007_24",0,0.00704225352112676,0,0,0,0.00352112676056338,0,0,0.0246478873239437,0.0176056338028169,0.00352112676056338
"2007_25",0,0.00959692898272553,0.0153550863723608,0,0,0.0383877159309021,0,0,0.0153550863723608,0.00959692898272553,0
"2007_26",0,0.00363636363636364,0.00363636363636364,0,0,0.0290909090909091,0,0,0.0436363636363636,0,0
"2007_27",0,0.00229885057471264,0.00919540229885057,0,0.00229885057471264,0.0459770114942529,0,0,0.0298850574712644,0.0114942528735632,0.00229885057471264
"2007_28",0,0.00641025641025641,0.00427350427350427,0,0,0.00641025641025641,0,0.014957264957265,0.00854700854700855,0.00213675213675214,0.00213675213675214
"2007_29",0,0,0.00943396226415094,0,0,0.0141509433962264,0,0,0.0566037735849057,0,0
"2007_30",0,0,0,0,0,0.0324324324324324,0,0,0.0810810810810811,0,0
"2007_31",0,0.00132538104705103,0,0.00132538104705103,0,0.00198807157057654,0.00132538104705103,0.0337972166998012,0.00530152418820411,0.00132538104705103,0
"2007_32",0,0.0091324200913242,0.0684931506849315,0,0,0.0273972602739726,0,0,0.0091324200913242,0.0045662100456621,0.0228310502283105
"2008_1",0,0,0,0,0,0.180645161290323,0,0,0.696774193548387,0.103225806451613,0
"2008_2",0,0,0,0.0029940119760479,0,0.00898203592814371,0.0029940119760479,0,0.00598802395209581,0.0029940119760479,0
"2008_3",0,0,0,0,0,0,0,0,0.127551020408163,0,0
"2008_4",0,0.00268096514745308,0,0,0.00268096514745308,0.0187667560321716,0.00804289544235925,0.00536193029490617,0.00268096514745308,0.00536193029490617,0.00804289544235925
"2008_5",0,0.131045241809672,0.0873634945397816,0,0.0686427457098284,0.511700468018721,0.0374414976599064,0,0.0686427457098284,0,0.0124804992199688
"2008_6",0,0.00609756097560976,0,0,0,0.0579268292682927,0,0,0.0975609756097561,0.00304878048780488,0.00609756097560976
"2008_7",0,0.0024390243902439,0,0,0,0.0024390243902439,0.0024390243902439,0,0.0292682926829268,0.0024390243902439,0
"2008_8",0,0,0,0,0,0.00591715976331361,0,0,0.0443786982248521,0,0
"2008_9",0,0,0,0,0,0.00208333333333333,0,0,0.0541666666666667,0.00625,0
"2008_10",0,0.010958904109589,0,0,0,0.0547945205479452,0,0.00136986301369863,0.0465753424657534,0.00410958904109589,0
"2008_11",0,0,0,0,0,0.0072992700729927,0,0,0.102189781021898,0,0
"2008_12",0,0.00408163265306122,0,0.00408163265306122,0,0.0122448979591837,0,0,0.0244897959183673,0,0.00408163265306122
"2008_13",0,0,0,0,0,0.0115606936416185,0,0,0.092485549132948,0.00867052023121387,0.00289017341040462
"2008_14",0,0.00420168067226891,0.00840336134453781,0,0,0.0399159663865546,0,0,0.0483193277310924,0.00630252100840336,0.0126050420168067
"2008_15",0,0,0.0342857142857143,0,0,0.0914285714285714,0,0,0.148571428571429,0.00571428571428571,0.00571428571428571
"2008_16",0,0.0117302052785924,0,0,0,0.0205278592375367,0.00293255131964809,0,0.0439882697947214,0,0
"2008_17",0,0,0.0104166666666667,0,0,0.00694444444444444,0.00347222222222222,0,0.0625,0.00694444444444444,0
"2008_18",0,0.140740740740741,0,0,0.00740740740740741,0.0222222222222222,0.00740740740740741,0,0,0.00740740740740741,0
"2008_19",0,0.0483383685800604,0.027190332326284,0,0,0.0725075528700906,0.00604229607250755,0,0.00906344410876133,0.00604229607250755,0.00302114803625378
"2008_20",0,0.012216404886562,0.0279232111692845,0,0,0.0226876090750436,0.00174520069808028,0,0.0383944153577661,0,0.00174520069808028
"2008_21",0,0.029045643153527,0.029045643153527,0,0,0.004149377593361,0.020746887966805,0.004149377593361,0.004149377593361,0.004149377593361,0
"2008_22",0,0,0,0,0,0,0,0.00763358778625954,0,0.00763358778625954,0
"2008_23",0,0.0133136094674556,0,0,0,0.00591715976331361,0.0029585798816568,0.0014792899408284,0.014792899408284,0,0.0014792899408284
"2008_24",0,0.01,0.01,0,0,0.0166666666666667,0.00666666666666667,0,0.03,0,0
"2008_25",0,0.0533980582524272,0.0509708737864078,0,0,0.0364077669902913,0.00485436893203883,0,0.00970873786407767,0,0.00728155339805825
"2008_26",0,0,0.0106382978723404,0,0,0.0531914893617021,0,0,0.113475177304965,0,0.0106382978723404
"2008_27",0,0.0177514792899408,0,0,0.00591715976331361,0.118343195266272,0.0029585798816568,0,0.029585798816568,0,0.00887573964497041
"2008_28",0,0.0025974025974026,0,0.0025974025974026,0.0025974025974026,0.038961038961039,0.0181818181818182,0,0.00519480519480519,0,0
"2008_29",0,0,0,0,0.00568181818181818,0.0227272727272727,0,0,0.0965909090909091,0.00568181818181818,0
"2008_30",0,0,0,0.00398406374501992,0,0.0318725099601594,0,0,0.0956175298804781,0,0.00398406374501992
"2008_31",0,0.0035650623885918,0,0.0011883541295306,0,0.0101010101010101,0.0053475935828877,0.0035650623885918,0.005941770647653,0.0017825311942959,0.0005941770647653
"2008_32",0,0.0208333333333333,0,0,0,0.00520833333333333,0,0,0.00520833333333333,0.00520833333333333,0.00520833333333333
"2009_1",0,0,0,0,0,0.149152542372881,0.284745762711864,0,0.284745762711864,0.0135593220338983,0
"2009_2",0,0,0,0.00182481751824818,0,0.0072992700729927,0.0948905109489051,0,0.00364963503649635,0,0.00182481751824818
"2009_3",0,0,0,0,0,0.00495049504950495,0.0148514851485149,0.00495049504950495,0.108910891089109,0,0
"2009_4",0,0,0,0,0,0.00537634408602151,0.0833333333333333,0,0,0.00537634408602151,0
"2009_5",0,0.111665004985045,0.0319042871385842,0,0.0319042871385842,0.315054835493519,0,0,0.0717846460618146,0.00797607178464606,0.0119641076769691
"2009_6",0,0.0134730538922156,0.00449101796407186,0,0,0.0209580838323353,0,0,0.062874251497006,0,0.0029940119760479
"2009_7",0,0.0012987012987013,0,0,0,0.0012987012987013,0.00779220779220779,0,0.0571428571428571,0.0012987012987013,0.0012987012987013
"2009_8",0,0.0028735632183908,0,0,0,0,0.0028735632183908,0,0.0890804597701149,0.0028735632183908,0
"2009_9",0,0.0087719298245614,0.0012531328320802,0,0,0.0050125313283208,0.0012531328320802,0,0.081453634085213,0.0112781954887218,0.0012531328320802
"2009_10",0,0.00650195058517555,0.00390117035110533,0,0,0.0247074122236671,0.00260078023407022,0,0.0728218465539662,0.00390117035110533,0.00260078023407022
"2009_11",0,0,0,0,0,0.0416666666666667,0,0,0.0583333333333333,0,0
"2009_12",0,0.0026525198938992,0,0,0,0.0106100795755968,0.0026525198938992,0,0.026525198938992,0,0.00530503978779841
"2009_13",0,0.00854700854700855,0,0,0,0.00854700854700855,0,0,0.0170940170940171,0,0
"2009_14",0,0,0.00519480519480519,0,0,0.0337662337662338,0,0,0.0467532467532468,0,0.00519480519480519
"2009_15",0,0.00671140939597315,0.00671140939597315,0,0,0.0201342281879195,0,0,0.0738255033557047,0,0.00671140939597315
"2009_16",0,0,0,0,0,0.012987012987013,0.00649350649350649,0,0.0584415584415584,0,0
"2009_17",0,0,0,0,0,0.00833333333333333,0.00833333333333333,0,0.00833333333333333,0,0
"2009_18",0,0,0,0.00409836065573771,0,0,0.00409836065573771,0,0,0,0
"2009_19",0,0.00628930817610063,0.00209643605870021,0,0,0.00209643605870021,0.00628930817610063,0,0,0,0
"2009_20",0,0.0104602510460251,0.00627615062761506,0,0,0.0439330543933054,0.00418410041841004,0,0.0648535564853557,0,0
"2009_21",0,0.0164835164835165,0.0549450549450549,0,0,0.00915750915750916,0.00732600732600733,0,0.00183150183150183,0,0.00915750915750916
"2009_22",0,0.00141242937853107,0.00141242937853107,0,0,0,0.018361581920904,0,0.00564971751412429,0,0.00141242937853107
"2009_23",0,0.010989010989011,0.00137362637362637,0,0,0.010989010989011,0.00549450549450549,0.00137362637362637,0.00686813186813187,0,0
"2009_24",0,0.0146627565982405,0.00293255131964809,0,0.00293255131964809,0.0410557184750733,0,0,0.0381231671554252,0,0
"2009_25",0,0.028,0.058,0,0.006,0.088,0.002,0,0.048,0.004,0.002
"2009_26",0,0.00403225806451613,0.0161290322580645,0,0,0.0443548387096774,0,0,0.0604838709677419,0,0.00403225806451613
"2009_27",0,0.00398406374501992,0.0119521912350598,0,0,0.0418326693227092,0,0,0.0378486055776892,0.00199203187250996,0
"2009_28",0,0,0.00594059405940594,0,0,0.0217821782178218,0.0217821782178218,0,0,0,0.00198019801980198
"2009_29",0,0,0,0,0,0.00518134715025907,0.00690846286701209,0,0.0224525043177893,0,0
"2009_30",0.00354609929078014,0,0,0,0,0.0283687943262411,0,0,0.117021276595745,0.00354609929078014,0
"2009_31",0,0,0,0,0.00125786163522013,0.00251572327044025,0.00314465408805031,0.00377358490566038,0.0106918238993711,0.000628930817610063,0
"2009_32",0,0.0220264317180617,0.00881057268722467,0,0,0.0352422907488987,0,0,0.039647577092511,0,0
"2010_1",0,0,0,0,0,0.314465408805031,0.150943396226415,0,0.238993710691824,0.0880503144654088,0
"2010_2",0,0.00263852242744063,0,0,0,0,0.406332453825858,0.00527704485488127,0.00263852242744063,0.00263852242744063,0
"2010_3",0,0,0,0,0,0.00216919739696312,0.0867678958785249,0,0.0368763557483731,0.00867678958785249,0
"2010_4",0,0,0,0.00467289719626168,0,0,0.418224299065421,0,0,0,0
"2010_5",0,0.0627306273062731,0.118081180811808,0,0.044280442804428,0.173431734317343,0.0590405904059041,0,0.0553505535055351,0.00738007380073801,0.00738007380073801
"2010_6",0,0.00746268656716418,0.00597014925373134,0.00298507462686567,0,0.0238805970149254,0.00597014925373134,0,0.0417910447761194,0.00597014925373134,0
"2010_7",0,0.00226757369614512,0,0,0,0.00453514739229025,0.0702947845804989,0.00113378684807256,0.0215419501133787,0.00226757369614512,0
"2010_8",0,0,0,0.00377358490566038,0,0.00377358490566038,0.0377358490566038,0,0.0339622641509434,0.00377358490566038,0
"2010_9",0,0.00528169014084507,0,0.00176056338028169,0.00176056338028169,0.022887323943662,0.00528169014084507,0,0.0422535211267606,0.0211267605633803,0.00176056338028169
"2010_10",0,0.00314465408805031,0.00314465408805031,0.00157232704402516,0,0.0125786163522013,0.00471698113207547,0,0.0581761006289308,0.00471698113207547,0
"2010_11",0,0.0025,0.005,0,0,0.03,0.0125,0,0.0325,0.0025,0
"2010_12",0,0.00294985250737463,0,0.00294985250737463,0,0.00589970501474926,0.165191740412979,0.00294985250737463,0.0206489675516224,0.0117994100294985,0.00884955752212389
"2010_13",0,0,0,0,0,0.00823045267489712,0.0452674897119342,0,0.0123456790123457,0.00823045267489712,0.00411522633744856
"2010_14",0,0.00256410256410256,0,0,0,0.0230769230769231,0,0,0.0307692307692308,0.0102564102564103,0.00256410256410256
"2010_15",0,0.00662251655629139,0.00993377483443709,0,0,0.0165562913907285,0,0,0.0165562913907285,0.00993377483443709,0.0033112582781457
"2010_16",0,0,0.0142348754448399,0,0,0.00711743772241993,0.0106761565836299,0,0.0320284697508897,0.00355871886120996,0.0106761565836299
"2010_17",0,0,0.0101781170483461,0,0,0.00508905852417303,0.089058524173028,0,0.0229007633587786,0,0.00254452926208651
"2010_18",0,0.0663716814159292,0.0752212389380531,0,0.0265486725663717,0.0176991150442478,0.0309734513274336,0,0.0132743362831858,0.00884955752212389,0
"2010_19",0,0.0257731958762887,0.0257731958762887,0,0,0.0103092783505155,0.0979381443298969,0,0.0103092783505155,0.0103092783505155,0
"2010_20",0,0.00436681222707424,0.00436681222707424,0,0.00436681222707424,0.0174672489082969,0.00436681222707424,0,0.0305676855895196,0.00436681222707424,0.00436681222707424
