"","BB","CC","CS","LT","MM","PS","RS","RWF","SMB","SS","WS"
"2010_21",0,0.00208333333333333,0.00416666666666667,0,0,0.00208333333333333,0.266666666666667,0,0,0.00625,0.00416666666666667
"2010_22",0,0,0.00202839756592292,0,0,0,0.494929006085193,0,0.00811359026369168,0.00608519269776876,0
"2010_23",0,0.00403225806451613,0.00161290322580645,0.000806451612903226,0,0.00161290322580645,0.178225806451613,0.00161290322580645,0.00564516129032258,0.00161290322580645,0
"2010_24",0,0.00378787878787879,0,0,0,0.0227272727272727,0,0,0.0378787878787879,0.00757575757575758,0
"2010_25",0,0.0440251572327044,0.0943396226415094,0,0.00628930817610063,0.0146750524109015,0,0,0.0167714884696017,0.00209643605870021,0.00209643605870021
"2010_26",0,0,0.0233463035019455,0,0,0.0116731517509728,0.00389105058365759,0,0.0778210116731518,0,0
"2010_27",0,0.0197368421052632,0.00219298245614035,0,0.0109649122807018,0.0241228070175439,0,0,0.0087719298245614,0.00657894736842105,0.00219298245614035
"2010_28",0,0.00810810810810811,0.00405405405405405,0,0.00675675675675676,0.00675675675675676,0.00810810810810811,0,0.00675675675675676,0.00135135135135135,0
"2010_29",0,0,0.0138888888888889,0,0,0.00694444444444444,0.0173611111111111,0.00347222222222222,0.0381944444444444,0,0
"2010_30",0,0,0,0,0,0.014519056261343,0.00362976406533575,0,0.0798548094373866,0.00362976406533575,0
"2010_31",0,0.00646551724137931,0,0,0.0021551724137931,0.0021551724137931,0.0452586206896552,0.00431034482758621,0.0172413793103448,0.0193965517241379,0
"2010_32",0,0,0.00263157894736842,0.00263157894736842,0,0.00526315789473684,0.15,0,0,0.00526315789473684,0
"2011_1",0,0,0,0.0151515151515152,0,0.121212121212121,0,0,0.257575757575758,0,0.0151515151515152
"2011_2",0,0,0,0,0,0.00446760982874162,0.442293373045421,0,0.00446760982874162,0.00223380491437081,0.000744601638123604
"2011_3",0,0,0,0.00153609831029186,0,0.00307219662058372,0.161290322580645,0,0.0245775729646697,0.010752688172043,0
"2011_4",0,0,0,0,0,0.00501672240802676,0.20066889632107,0,0.000836120401337793,0.00334448160535117,0
"2011_5",0,0.0547945205479452,0.0758693361433087,0,0.0800842992623814,0.286617492096944,0.101159114857745,0,0.071654373024236,0.0168598524762908,0
"2011_6",0,0,0,0,0,0.0299003322259136,0.00830564784053156,0,0.0299003322259136,0.00830564784053156,0.00166112956810631
"2011_7",0,0.00372670807453416,0,0.00496894409937888,0,0.00869565217391304,0.0571428571428571,0,0.0149068322981366,0.0136645962732919,0.00124223602484472
"2011_8",0,0,0,0,0,0.0032258064516129,0.0483870967741935,0,0.00967741935483871,0.0032258064516129,0
"2011_9",0,0.00276625172890733,0,0.004149377593361,0,0.0152143845089903,0.0719225449515906,0,0.016597510373444,0.00276625172890733,0
"2011_10",0,0.00671140939597315,0.00805369127516779,0.00134228187919463,0,0.0201342281879195,0.00268456375838926,0.00134228187919463,0.0442953020134228,0,0.00402684563758389
"2011_11",0,0.00462962962962963,0.00231481481481481,0,0,0.00462962962962963,0.0324074074074074,0,0.0231481481481481,0.00462962962962963,0
"2011_12",0,0,0,0.00152905198776758,0,0.00764525993883792,0.287461773700306,0.00305810397553517,0.0122324159021407,0.0152905198776758,0.00611620795107034
"2011_13",0,0,0,0.00980392156862745,0,0.0326797385620915,0.107843137254902,0,0.0294117647058824,0.0065359477124183,0.00980392156862745
"2011_14",0,0.00289855072463768,0.00289855072463768,0,0,0.0318840579710145,0.00579710144927536,0,0.0318840579710145,0.0115942028985507,0.0115942028985507
"2011_15",0,0,0.010989010989011,0.00366300366300366,0,0.0402930402930403,0.00366300366300366,0,0.0183150183150183,0.00732600732600733,0.021978021978022
"2011_16",0,0.0163934426229508,0,0,0.00409836065573771,0.0122950819672131,0.0204918032786885,0,0.0204918032786885,0.00819672131147541,0
"2011_17",0,0,0,0,0,0,0.100686498855835,0,0.0183066361556064,0.0045766590389016,0
"2011_18",0,0.0310734463276836,0,0,0.00282485875706215,0.0282485875706215,0.0847457627118644,0,0.0141242937853107,0.0169491525423729,0.00282485875706215
"2011_19",0,0.029126213592233,0.00970873786407767,0,0,0.0388349514563107,0.101941747572816,0,0.00485436893203883,0.0194174757281553,0
"2011_20",0,0.0152173913043478,0,0,0,0.0391304347826087,0.00217391304347826,0,0.0695652173913043,0.00434782608695652,0.00434782608695652
"2011_21",0,0.0275735294117647,0.03125,0.00183823529411765,0,0.00919117647058824,0.0257352941176471,0,0.00735294117647059,0.0147058823529412,0
"2011_22",0,0,0,0,0,0,0.0161290322580645,0,0.00645161290322581,0.00161290322580645,0.0032258064516129
"2011_23",0,0.0037593984962406,0,0,0,0.0012531328320802,0.0213032581453634,0.0012531328320802,0.0100250626566416,0.0037593984962406,0
"2011_24",0,0.0181268882175227,0.00604229607250755,0.00302114803625378,0,0.00302114803625378,0,0,0.0211480362537764,0.00302114803625378,0
"2011_25",0,0.0033955857385399,0.0169779286926995,0.00169779286926995,0,0.0152801358234295,0.0033955857385399,0,0.0118845500848896,0.0033955857385399,0.00169779286926995
"2011_26",0,0.00467289719626168,0.014018691588785,0.00467289719626168,0,0,0,0,0.014018691588785,0,0
"2011_27",0,0,0.00170357751277683,0,0,0.030664395229983,0.00170357751277683,0,0.00681431005110733,0.00340715502555366,0
"2011_28",0,0.0131964809384164,0,0.00146627565982405,0.0102639296187683,0.00439882697947214,0.102639296187683,0,0.00146627565982405,0,0.00293255131964809
"2011_29",0,0.00162337662337662,0,0,0,0.00487012987012987,0.00649350649350649,0,0.0194805194805195,0.00487012987012987,0.00162337662337662
"2011_30",0,0,0,0,0,0.00377358490566038,0,0,0.0584905660377358,0.00188679245283019,0
"2011_31",0,0.00155884645362432,0.00038971161340608,0.00038971161340608,0.00038971161340608,0.00467653936087295,0.0740452065471551,0.0019485580670304,0.00389711613406079,0.00506625097427903,0.00038971161340608
"2011_32",0,0.00625,0.00625,0,0,0.01875,0,0,0.025,0.01875,0
"2012_1",0,0.010230179028133,0,0,0,0.104398138442833,0,0,0.188112308358839,0,0.0160440512627004
"2012_2",0,0,0,0,0,0.0340785055866781,0.0931587022426654,0.000456204379562044,0.00786193495225035,0.000456204379562044,0
"2012_3",0,0,0,0,0,0.0239608663978412,0.000600240096038415,0,0.0761561034670278,0.00120048019207683,0.000712250712250712
